USA;CAN;731
USA;BHM;1623
USA;CUB;1813
USA;HAI;2286
USA;DOM;2358
USA;JAM;2315
USA;TRI;3494
USA;BAR;3330
USA;DMA;3208
USA;GRN;3332
USA;SLU;3180
USA;SVG;3240
USA;AAB;2834
USA;SKN;2760
USA;BLZ;2606
USA;KEN;12116
USA;TAZ;12691
USA;ZAN;12686
USA;BUI;11623
USA;RWA;11557
USA;SOM;12582
USA;DJI;11654
USA;ETH;11513
USA;ERI;11041
USA;ANG;10578
USA;MZM;13403
USA;ZAM;12375
USA;ZIM;12721
USA;MAW;12690
USA;SAF;12989
USA;TRA;12989
USA;OFS;13048
USA;NAM;11858
USA;LES;13123
USA;BOT;12730
USA;SWA;13287
USA;MAG;14225
USA;COM;13383
USA;MAS;15205
USA;SEY;13912
USA;MOR;6187
USA;ALG;6824
USA;TUN;7377
USA;LIB;7874
USA;SUD;10577
USA;IRN;10233
USA;TUR;8782
USA;IRQ;9988
USA;EGY;9355
USA;SYR;9470
USA;LEB;9411
USA;JOR;9598
USA;ISR;9449
USA;SAU;10899
USA;YAR;11457
USA;YEM;11457
USA;YPR;11758
USA;KUW;10554
USA;BAH;11017
USA;QAT;11059
USA;UAE;11388
USA;OMA;11715
USA;AFG;11184
USA;TKM;10407
USA;TAJ;10774
USA;KYR;10566
USA;UZB;10494
USA;KZK;10540
USA;CHN;11236
USA;TBT;12293
USA;MON;10445
USA;TAW;12648
USA;KOR;11218
USA;PRK;11046
USA;ROK;11218
USA;JPN;10960
USA;IND;12106
USA;BHU;12551
USA;PAK;11431
USA;BNG;13000
USA;MYA;13859
USA;SRI;14469
USA;NEP;12451
USA;MAD;14406
USA;THI;14227
USA;CAM;14454
USA;LAO;13787
USA;VNM;14478
USA;DRV;13347
USA;RVN;14478
USA;MAL;15350
USA;SIN;15572
USA;BRU;15040
USA;PHI;13834
USA;INS;16337
USA;ETM;15953
USA;AUL;15923
USA;PNG;14497
USA;NEW;14058
USA;VAN;13343
USA;SOL;13473
USA;FJI;12479
USA;MSI;11460
USA;PAL;13915
USA;FSM;12382
USA;WSM;12723
CAN;USA;731
CAN;BHM;2343
CAN;CUB;2536
CAN;HAI;2979
CAN;DOM;3027
CAN;JAM;3039
CAN;TRI;4087
CAN;BAR;3885
CAN;DMA;3787
CAN;GRN;3922
CAN;SLU;3753
CAN;SVG;3817
CAN;AAB;3397
CAN;SKN;3334
CAN;BLZ;3304
CAN;MEX;3591
CAN;GUA;3681
CAN;HON;3633
CAN;SAL;3724
CAN;NIC;3822
CAN;COS;4009
CAN;PAN;4054
CAN;COL;4521
CAN;VEN;4007
CAN;GUY;4578
CAN;SUR;4815
